,TumorType,Feature,mi_score
0,UVM,X1433EPSILON,2.3693821196946763
1,UVM,X4EBP1,2.3693821196946763
2,UVM,X4EBP1_pS65,2.3693821196946763
3,UVM,X4EBP1_pT37T46,2.3693821196946763
4,UVM,X53BP1,2.3693821196946763
5,UVM,ACC_pS79,2.3693821196946763
6,UVM,ACC1,2.3693821196946763
7,UVM,AKT,2.3693821196946763
8,UVM,AKT_pS473,2.3693821196946763
9,UVM,AKT_pT308,2.3693821196946763
10,UVM,AMPKALPHA,2.3693821196946763
11,UVM,AMPK_pT172,2.3693821196946763
12,UVM,AR,2.3693821196946763
13,UVM,ASNS,2.3693821196946763
14,UVM,ATM,2.3693821196946763
15,UVM,BAK,2.3693821196946763
16,UVM,BAX,2.3693821196946763
17,UVM,BCL2,2.3693821196946763
18,UVM,BCLXL,2.3693821196946763
19,UVM,BECLIN,2.3693821196946763
20,UVM,BETACATENIN,2.3693821196946763
21,UVM,BID,2.3693821196946763
22,UVM,BIM,2.3693821196946763
23,UVM,CJUN_pS73,2.3693821196946763
24,UVM,CKIT,2.3693821196946763
25,UVM,CMET_pY1235,2.3693821196946763
26,UVM,CMYC,2.3693821196946763
27,UVM,CRAF,2.3693821196946763
28,UVM,CRAF_pS338,2.3693821196946763
29,UVM,CASPASE7CLEAVEDD198,2.3693821196946763
30,UVM,CAVEOLIN1,2.3693821196946763
31,UVM,CD31,2.3693821196946763
32,UVM,CD49B,2.3693821196946763
33,UVM,CDK1,2.3693821196946763
34,UVM,CHK1,2.3693821196946763
35,UVM,CHK1_pS345,2.3693821196946763
36,UVM,CHK2,2.3693821196946763
37,UVM,CHK2_pT68,2.3693821196946763
38,UVM,CIAP,2.3693821196946763
39,UVM,CLAUDIN7,2.3693821196946763
40,UVM,COLLAGENVI,2.3693821196946763
41,UVM,CYCLINB1,2.3693821196946763
42,UVM,CYCLIND1,2.3693821196946763
43,UVM,CYCLINE1,2.3693821196946763
44,UVM,DJ1,2.3693821196946763
45,UVM,DVL3,2.3693821196946763
46,UVM,ECADHERIN,2.3693821196946763
47,UVM,EEF2,2.3693821196946763
48,UVM,EEF2K,2.3693821196946763
49,UVM,EGFR,2.3693821196946763
50,UVM,EGFR_pY1068,2.3693821196946763
51,UVM,EGFR_pY1173,2.3693821196946763
52,UVM,EIF4E,2.3693821196946763
53,UVM,ERALPHA,2.3693821196946763
54,UVM,ERALPHA_pS118,2.2538575896013517
55,UVM,ERK2,2.3693821196946763
56,UVM,FIBRONECTIN,2.3693821196946763
57,UVM,FOXO3A,2.3693821196946763
58,UVM,GAB2,2.3693821196946763
59,UVM,GATA3,2.3693821196946763
60,UVM,GSK3ALPHABETA,2.3693821196946763
61,UVM,GSK3ALPHABETA_pS21S9,2.3693821196946763
62,UVM,HER2,2.3693821196946763
63,UVM,HER2_pY1248,2.3693821196946763
64,UVM,HER3,2.3693821196946763
65,UVM,HER3_pY1298,2.3693821196946763
66,UVM,HSP70,2.3693821196946763
67,UVM,IGFBP2,2.3693821196946763
68,UVM,INPP4B,2.3693821196946763
69,UVM,IRS1,2.3693821196946763
70,UVM,JNK_pT183Y185,2.3693821196946763
71,UVM,JNK2,2.3693821196946763
72,UVM,KU80,2.3693821196946763
73,UVM,LCK,2.3693821196946763
74,UVM,LKB1,2.3693821196946763
75,UVM,MAPK_pT202Y204,2.3693821196946763
76,UVM,MEK1,2.3693821196946763
77,UVM,MEK1_pS217S221,2.3693821196946763
78,UVM,MIG6,2.3693821196946763
79,UVM,MRE11,2.3693821196946763
80,UVM,MTOR,2.3693821196946763
81,UVM,MTOR_pS2448,2.3693821196946763
82,UVM,NCADHERIN,2.3693821196946763
83,UVM,NFKBP65_pS536,2.3693821196946763
84,UVM,NF2,2.3693821196946763
85,UVM,NOTCH1,2.3693821196946763
86,UVM,PCADHERIN,2.3693821196946763
87,UVM,P27,2.3693821196946763
88,UVM,P27_pT157,2.3693821196946763
89,UVM,P38MAPK,2.3693821196946763
90,UVM,P38_pT180Y182,2.3693821196946763
91,UVM,P53,2.3693821196946763
92,UVM,P70S6K,2.3693821196946763
93,UVM,P70S6K_pT389,2.3693821196946763
94,UVM,P90RSK_pT359S363,2.3693821196946763
95,UVM,PAI1,2.3693821196946763
96,UVM,PAXILLIN,2.3693821196946763
97,UVM,PCNA,2.3693821196946763
98,UVM,PDK1_pS241,2.3693821196946763
99,UVM,PEA15,2.3693821196946763
100,UVM,PI3KP110ALPHA,2.3693821196946763
101,UVM,PKCALPHA,2.3693821196946763
102,UVM,PKCALPHA_pS657,2.3693821196946763
103,UVM,PKCDELTA_pS664,2.3693821196946763
104,UVM,PR,2.3693821196946763
105,UVM,PRAS40_pT246,2.3693821196946763
106,UVM,PTEN,2.3693821196946763
107,UVM,RAD50,2.3693821196946763
108,UVM,RAD51,2.3693821196946763
109,UVM,RB_pS807S811,2.3693821196946763
110,UVM,S6,2.3693821196946763
111,UVM,S6_pS235S236,2.3693821196946763
112,UVM,S6_pS240S244,2.3693821196946763
113,UVM,SHC_pY317,2.3693821196946763
114,UVM,SMAD1,2.3693821196946763
115,UVM,SMAD3,2.3693821196946763
116,UVM,SMAD4,2.3693821196946763
117,UVM,SRC,2.3693821196946763
118,UVM,SRC_pY416,2.3693821196946763
119,UVM,SRC_pY527,2.3693821196946763
120,UVM,STAT3_pY705,2.3693821196946763
121,UVM,STAT5ALPHA,2.3693821196946763
122,UVM,STATHMIN,2.3693821196946763
123,UVM,SYK,2.3693821196946763
124,UVM,TUBERIN,2.3693821196946763
