Sample	AS	ASprime	LOH_n_seg	LOH_frac_altered
TCGA-QR-A70D-01	4	2	32	0.11678891574946362
TCGA-QR-A70E-01	3	4	42	0.15100076606127916
TCGA-QR-A70G-01	1	1	14	0.012854682591024005
TCGA-QR-A70H-01	5	4	53	0.1398238274274334
TCGA-QR-A70I-01	2	1	27	0.014827278840418472
TCGA-QR-A70J-01	6	4	45	0.16375964479939584
TCGA-QR-A70K-01	11	9	71	0.2140942951562956
TCGA-QR-A70N-01	27	12	49	0.134035543
TCGA-QR-A70P-01	4	4	26	0.096350068
TCGA-QR-A70W-01	5	7	32	0.15410342763985338
TCGA-QR-A70X-01	3	2	78	0.087560406
TCGA-QR-A7IN-01	9	7	11	0.025237457263445392
TCGA-QR-A7IP-01	11	9	21	0.062558966
TCGA-QT-A5XJ-01	3	4	70	0.1956576880457513
TCGA-QT-A5XK-01	6	5	50	0.1781802434723087
TCGA-QT-A5XL-01	1	3	27	0.076869961
TCGA-QT-A5XM-01	4	5	59	0.14914344041313593
TCGA-QT-A5XN-01	6	6	66	0.1862781246796008
TCGA-QT-A5XO-01	2	3	44	0.1077656938048206
TCGA-QT-A5XP-01	4	5	40	0.11014113571230597
TCGA-QT-A69Q-01	18	29	34	0.12256402692037333
TCGA-QT-A7U0-01	4	3	17	0.025999099485444512
TCGA-RM-A68T-01	4	2	34	0.13830335223004295
TCGA-RM-A68W-01	5	7	34	0.10500544145350472
TCGA-RT-A6Y9-01	2	1	14	0.071445659
TCGA-RT-A6YA-01	13	10	12	0.054142924
TCGA-RT-A6YC-01	3	3	22	0.069830066
TCGA-RW-A67V-01	1	3	38	0.10636807168380012
TCGA-RW-A67W-01	2	3	54	0.11798312246117296
TCGA-RW-A67X-01	9	5	28	0.120218434
TCGA-RW-A67Y-01	5	6	63	0.20625358081198092
TCGA-RW-A680-01	4	2	30	0.11608006011167472
TCGA-RW-A681-01	21	13	49	0.10094817668028064
TCGA-RW-A684-01	3	3	23	0.070450485
TCGA-RW-A685-01	4	3	26	0.098802399
TCGA-RW-A686-01	1	1	16	0.048068501
TCGA-RW-A686-06	1	1	14	0.048503355
TCGA-RW-A688-01	4	4	28	0.09778713
TCGA-RW-A689-01	5	4	44	0.17827288679682432
TCGA-RW-A68A-01	8	7	60	0.2568490058333405
TCGA-RW-A68B-01	4	3	30	0.083832747
TCGA-RW-A68C-01	5	3	38	0.1844991448047427
TCGA-RW-A68D-01	3	3	27	0.042250221
TCGA-RW-A68F-01	5	4	17	0.05712287
TCGA-RW-A68G-01	3	5	24	0.078604302
TCGA-RW-A7CZ-01	4	4	12	0.048584734141137086
TCGA-RW-A7D0-01	3	4	33	0.1207905105123989
TCGA-RW-A8AZ-01	4	5	61	0.095027837
TCGA-RX-A8JQ-01	3	3	17	0.04440204
TCGA-S7-A7WL-01	8	9	44	0.15441866833705867
TCGA-S7-A7WM-01	4	6	19	0.073999597
TCGA-S7-A7WN-01	4	4	32	0.095553538
TCGA-S7-A7WO-01	0	0	6	0.000111327
TCGA-S7-A7WP-01	6	5	27	0.13513967316169925
TCGA-S7-A7WQ-01	10	7	19	0.12024213172886468
TCGA-S7-A7WR-01	8	6	72	0.2525375274868577
TCGA-S7-A7WT-01	3	3	46	0.087260602
TCGA-S7-A7WU-01	2	1	9	0.048735388408496304
TCGA-S7-A7WV-01	1	1	11	0.02983265
TCGA-S7-A7WW-01	10	7	12	0.057030622
TCGA-S7-A7WX-01	4	4	29	0.10134820638287947
TCGA-S7-A7X0-01	6	5	7	0.048288358
TCGA-S7-A7X1-01	6	3	31	0.15034862245252356
TCGA-S7-A7X2-01	5	4	34	0.11102913442012216
TCGA-SA-A6C2-01	0	0	9	0.000253732
TCGA-SP-A6QC-01	5	4	21	0.11161908778999574
TCGA-SP-A6QD-01	3	4	33	0.057366836534423836
TCGA-SP-A6QF-01	5	7	43	0.17990891701989975
TCGA-SP-A6QG-01	5	5	52	0.19527262919608032
TCGA-SP-A6QI-01	3	3	28	0.095660953
TCGA-SP-A6QJ-01	3	4	29	0.11308398354959773
TCGA-SP-A6QK-01	4	7	30	0.082240607
TCGA-SQ-A6I4-01	2	2	24	0.082537158
TCGA-SQ-A6I6-01	6	4	46	0.15578216479536294
TCGA-SR-A6MP-01	6	5	93	0.12775784015703215
TCGA-SR-A6MQ-01	5	6	51	0.18596784818652487
TCGA-SR-A6MS-01	6	12	56	0.19213044983370986
TCGA-SR-A6MT-01	24	13	4	0.000234969
TCGA-SR-A6MU-01	4	3	27	0.064146352
TCGA-SR-A6MV-01	10	9	57	0.059818126
TCGA-SR-A6MX-01	5	5	68	0.2322867284804352
TCGA-SR-A6MX-05	6	7	50	0.20501773322220831
TCGA-SR-A6MX-06	8	11	76	0.28121916657680496
TCGA-SR-A6MY-01	3	3	59	0.1582700342842793
TCGA-SR-A6MZ-01	7	6	31	0.096292592
TCGA-SR-A6N0-01	11	6	14	0.04896962
TCGA-TT-A6YJ-01	4	4	341	0.16536246476512295
TCGA-TT-A6YK-01	7	7	10	0.01916011
TCGA-TT-A6YN-01	5	5	38	0.1016237677214099
TCGA-TT-A6YO-01	0	0	22	0.002467596
TCGA-TT-A6YP-01	6	3	45	0.1880041809124805
TCGA-W2-A7H5-01	25	20	21	0.17111792117502514
TCGA-W2-A7H7-01	7	6	61	0.20295361746209634
TCGA-W2-A7HA-01	5	5	37	0.14822187848975735
TCGA-W2-A7HB-01	6	8	43	0.1980354388420764
TCGA-W2-A7HC-01	6	6	52	0.15554360570298353
TCGA-W2-A7HD-01	4	5	36	0.13374303559806344
TCGA-W2-A7HE-01	6	4	22	0.069151087
TCGA-W2-A7HF-01	6	6	59	0.20766710952509093
TCGA-W2-A7HH-01	0	0	6	0.000210342
TCGA-W2-A7UY-01	11	10	51	0.2736496210606021
TCGA-WB-A80K-01	5	4	24	0.080955354
TCGA-WB-A80L-01	15	15	40	0.12801790839574229
TCGA-WB-A80M-01	3	4	33	0.1396539892576366
TCGA-WB-A80N-01	4	4	27	0.099428794
TCGA-WB-A80O-01	5	4	30	0.10506659524102666
TCGA-WB-A80P-01	1	2	19	0.066488111
TCGA-WB-A80Q-01	0	0	8	0.00073012
TCGA-WB-A80V-01	8	6	47	0.2300741119612509
TCGA-WB-A80Y-01	2	2	18	0.071549097
TCGA-WB-A814-01	3	2	27	0.099562127
TCGA-WB-A815-01	10	10	49	0.18181183164985484
TCGA-WB-A816-01	4	4	29	0.11611995528818835
TCGA-WB-A817-01	0	2	16	0.032830715
TCGA-WB-A818-01	3	3	33	0.10260769018577116
TCGA-WB-A819-01	4	3	32	0.15734683261962484
TCGA-WB-A81A-01	10	8	14	0.02567842
TCGA-WB-A81D-01	1	3	35	0.068277451
TCGA-WB-A81E-01	3	2	23	0.1268194984113057
TCGA-WB-A81F-01	2	3	64	0.12028963195878208
TCGA-WB-A81G-01	3	4	34	0.1311294533111309
TCGA-WB-A81H-01	4	4	18	0.082654782
TCGA-WB-A81I-01	1	1	16	0.031425914942077415
TCGA-WB-A81J-01	4	3	50	0.062381476
TCGA-WB-A81K-01	2	5	54	0.15529249706536796
TCGA-WB-A81M-01	2	4	17	0.075726565
TCGA-WB-A81N-01	4	3	30	0.066180527
TCGA-WB-A81P-01	2	4	29	0.093128711
TCGA-WB-A81Q-01	7	8	50	0.14660622996894926
TCGA-WB-A81R-01	5	6	58	0.15818211380825425
TCGA-WB-A81S-01	12	16	36	0.13882288985355262
TCGA-WB-A81T-01	6	8	45	0.1718552435082263
TCGA-WB-A81V-01	4	2	21	0.10713400086109563
TCGA-WB-A81W-01	7	4	55	0.1481180988063045
TCGA-WB-A821-01	25	18	15	0.049126395
TCGA-WB-A822-01	4	4	30	0.10885561493816724
TCGA-XG-A823-01	2	1	11	0.048733147
TCGA-4C-A93U-01	3	4	24	0.041438524
TCGA-BJ-A0YZ-01	0	1	3	0.008261631
TCGA-BJ-A0Z0-01	1	2	2	0.040383799281843984
TCGA-BJ-A0Z2-01	1	1	19	0.011597517
TCGA-BJ-A0Z3-01	0	0	0	0
TCGA-BJ-A0Z9-01	0	0	0	0
TCGA-BJ-A0ZA-01	0	0	19	1.632002420929111e-05
TCGA-BJ-A0ZB-01	0	0	0	0
TCGA-BJ-A0ZC-01	0	0	2	0.015558134882550347
TCGA-BJ-A0ZE-01	0	0	19	1.7468158416523805e-05
TCGA-BJ-A0ZG-01	0	0	19	0.00018682
TCGA-BJ-A0ZH-01	0	0	0	0
TCGA-BJ-A0ZJ-01	0	0	0	0
TCGA-BJ-A18Y-01	1	1	2	0.011681380718866003
TCGA-BJ-A18Z-01	0	0	0	0
TCGA-BJ-A191-01	0	0	0	0
TCGA-BJ-A28R-01	0	0	19	1.8530299026751366e-05
TCGA-BJ-A28S-01	0	0	0	0
TCGA-BJ-A28T-01	0	0	2	8.406054460534363e-05
TCGA-BJ-A28V-01	0	0	0	0
TCGA-BJ-A28X-01	0	0	0	0
TCGA-BJ-A290-01	2	2	0	0
TCGA-BJ-A291-01	0	0	19	0.000228023
TCGA-BJ-A2N7-01	0	0	0	0
TCGA-BJ-A2N8-01	0	0	19	0.000278147
TCGA-BJ-A2N9-01	8	8	4	0.10648100279202152
TCGA-BJ-A2NA-01	0	0	19	0.000159373
TCGA-BJ-A2P4-01	1	1	19	0.011597479
TCGA-BJ-A3EZ-01	0	0	19	3.302604509084102e-05
TCGA-BJ-A3F0-01	2	2	2	0.063146705
TCGA-BJ-A3PR-01	0	0	19	5.8352289846226325e-06
TCGA-BJ-A3PT-01	1	1	2	0.011602616460965859
TCGA-BJ-A3PU-01	0	0	0	0
TCGA-BJ-A45D-01	1	1	11	0.013792997
TCGA-BJ-A45E-01	7	6	12	0.002742385
TCGA-BJ-A45F-01	0	0	5	0.002528912
TCGA-BJ-A45G-01	0	0	0	0
TCGA-BJ-A45H-01	0	0	3	0.000122854
TCGA-BJ-A45I-01	0	0	10	0.000857119
TCGA-BJ-A45K-01	0	0	4	0.001492383
TCGA-BJ-A4O8-01	0	0	2	7.100245843504903e-05
TCGA-BJ-A4O9-01	0	0	11	0.011573451
TCGA-CE-A13K-01	0	0	2	0.000291408
TCGA-CE-A27D-01	0	0	0	0
TCGA-CE-A3MD-01	0	0	6	0.001395751
TCGA-CE-A3ME-01	0	0	19	9.063621778473446e-06
TCGA-CE-A482-01	0	0	2	0.002316296
TCGA-CE-A483-01	0	0	9	0.000678661
TCGA-CE-A484-01	1	1	19	0.015574276
TCGA-CE-A485-01	0	0	4	0.00016705
TCGA-DE-A0XZ-01	1	1	2	0.011592529876454965
TCGA-DE-A0Y2-01	0	0	0	0
TCGA-DE-A0Y3-01	0	0	19	1.1383347893196738e-05
TCGA-DE-A2OL-01	0	0	0	0
TCGA-DE-A3KN-01	0	1	22	0.018032098250157627
TCGA-DE-A4M8-01	1	1	11	0.013157752
TCGA-DE-A4M9-01	0	0	10	0.00070023
TCGA-DE-A4MA-01	0	0	5	0.000499471
TCGA-DE-A4MB-01	3	4	20	0.030758748064546718
TCGA-DE-A4MC-01	1	1	6	0.001053364
TCGA-DE-A4MD-01	2	2	8	0.030815997163275145
TCGA-DE-A4MD-06	2	2	3	0.030319227786410424
TCGA-DE-A69J-01	0	0	8	0.001691812
TCGA-DE-A69K-01	0	0	6	0.000148849
TCGA-DE-A7U5-01	0	0	4	0.001100838
TCGA-DJ-A13L-01	1	1	19	0.037141842538609984
TCGA-DJ-A13M-01	1	1	19	0.011597533623609569
TCGA-DJ-A13O-01	0	0	0	0
TCGA-DJ-A13P-01	1	1	19	0.034725881922569965
TCGA-DJ-A13R-01	0	0	0	0
TCGA-DJ-A13S-01	0	0	0	0
TCGA-DJ-A13T-01	1	1	19	0.011597347278424871
TCGA-DJ-A13U-01	1	2	0	0
TCGA-DJ-A13V-01	0	0	19	1.1359775814953329e-05
TCGA-DJ-A13W-01	0	0	0	0
TCGA-DJ-A13X-01	0	0	0	0
TCGA-DJ-A1QD-01	0	0	0	0
TCGA-DJ-A1QE-01	0	0	0	0
TCGA-DJ-A1QF-01	0	0	0	0
TCGA-DJ-A1QG-01	1	1	19	0.011597485829035414
TCGA-DJ-A1QH-01	0	0	0	0
TCGA-DJ-A1QI-01	0	0	19	1.996091921101373e-05
TCGA-DJ-A1QL-01	0	0	2	3.3669598121829326e-05
TCGA-DJ-A1QM-01	0	0	0	0
TCGA-DJ-A1QN-01	2	2	3	0.036467664
TCGA-DJ-A1QO-01	0	0	0	0
TCGA-DJ-A1QQ-01	0	0	19	0.009375442
TCGA-DJ-A2PN-01	0	0	0	0
TCGA-DJ-A2PO-01	0	0	0	0
TCGA-DJ-A2PP-01	0	0	3	0.000886461
TCGA-DJ-A2PQ-01	0	0	2	8.181819615593227e-05
TCGA-DJ-A2PR-01	0	0	19	5.5851801029758035e-06
TCGA-DJ-A2PS-01	0	0	19	1.002849709219783e-05
TCGA-DJ-A2PT-01	0	0	19	3.202227449931836e-06
TCGA-DJ-A2PU-01	0	0	0	0
TCGA-DJ-A2PV-01	1	24	19	1.8283388647235536e-05
TCGA-DJ-A2PW-01	1	1	19	1.5066398414915006e-05
TCGA-DJ-A2PX-01	0	0	0	0
TCGA-DJ-A2PY-01	0	0	0	0
TCGA-DJ-A2PZ-01	0	0	0	0
TCGA-DJ-A2Q0-01	18	20	7	0.21478283885819624
TCGA-DJ-A2Q1-01	0	0	19	8.450550231546395e-05
TCGA-DJ-A2Q2-01	0	0	0	0
TCGA-DJ-A2Q3-01	0	0	0	0
TCGA-DJ-A2Q4-01	0	0	0	0
TCGA-DJ-A2Q5-01	0	0	4	7.692503556636122e-05
TCGA-DJ-A2Q6-01	0	0	0	0
TCGA-DJ-A2Q7-01	1	1	2	0.011615213
TCGA-DJ-A2Q8-01	0	0	0	0
TCGA-DJ-A2QA-01	1	1	19	0.011597342734317673
TCGA-DJ-A2QB-01	1	1	19	0.011597342734317673
TCGA-DJ-A2QC-01	0	0	0	0
TCGA-DJ-A3UK-01	0	0	0	0
TCGA-DJ-A3UM-01	0	0	19	2.435545601080505e-05
TCGA-DJ-A3UN-01	1	1	19	0.011597419790717413
TCGA-DJ-A3UO-01	1	1	19	0.011597342734317673
TCGA-DJ-A3UP-01	1	1	2	0.009925313
TCGA-DJ-A3UQ-01	0	0	19	1.9671657922288187e-06
TCGA-DJ-A3UR-01	0	0	0	0
TCGA-DJ-A3UT-01	0	0	0	0
TCGA-DJ-A3UU-01	0	0	0	0
TCGA-DJ-A3UW-01	0	0	19	4.2285461358568976e-05
TCGA-DJ-A3UY-01	0	0	0	0
TCGA-DJ-A3V0-01	0	0	19	2.3215962576162438e-05
TCGA-DJ-A3V2-01	0	0	8	0.000960622
TCGA-DJ-A3V3-01	0	0	11	0.000413491
TCGA-DJ-A3V4-01	0	0	8	0.000371897
TCGA-DJ-A3V5-01	0	0	5	0.000345099
TCGA-DJ-A3V8-01	0	0	0	0
TCGA-DJ-A3V9-01	0	0	5	0.001060153
TCGA-DJ-A3VB-01	0	0	7	0.001470497
TCGA-DJ-A3VD-01	0	0	5	0.000358472
TCGA-DJ-A3VE-01	0	0	8	0.012581250498491564
TCGA-DJ-A3VF-01	0	0	8	0.00151967
TCGA-DJ-A3VG-01	0	0	7	0.001110981
TCGA-DJ-A3VI-01	0	0	2	7.266169129420847e-05
TCGA-DJ-A3VJ-01	0	0	8	0.010620708067637824
TCGA-DJ-A3VK-01	1	1	20	0.012855466
TCGA-DJ-A3VL-01	0	0	11	0.000524524
TCGA-DJ-A3VM-01	1	1	7	0.012606547153552972
TCGA-DJ-A4UL-01	0	0	7	0.001450465
TCGA-DJ-A4UP-01	0	0	8	0.001661634
TCGA-DJ-A4UQ-01	0	0	2	0.000911564
TCGA-DJ-A4UR-01	2	2	11	0.032691489951542814
TCGA-DJ-A4UT-01	0	0	8	0.000399944
TCGA-DJ-A4UW-01	0	0	5	0.00036375
TCGA-DJ-A4V0-01	0	0	11	0.001212324
TCGA-DJ-A4V2-01	0	0	5	0.000403124
TCGA-DJ-A4V4-01	0	0	5	4.012041324192877e-05
TCGA-DJ-A4V5-01	0	0	6	0.000323494
TCGA-DO-A1JZ-01	0	0	2	3.504503604629449e-05
TCGA-DO-A1K0-01	0	0	0	0
TCGA-DO-A2HM-01	0	0	0	0
TCGA-E3-A3DY-01	0	0	2	1.5607007659483326e-05
TCGA-E3-A3DZ-01	1	1	19	0.011597495461267074
TCGA-E3-A3E0-01	0	0	0	0
TCGA-E3-A3E1-01	0	0	19	2.5917448817256078e-05
TCGA-E3-A3E2-01	0	0	0	0
TCGA-E3-A3E3-01	0	0	0	0
TCGA-E3-A3E5-01	1	1	3	0.009944927
TCGA-E8-A242-01	0	0	0	0
TCGA-E8-A3X7-01	0	0	8	0.000253056
TCGA-E8-A413-01	0	0	12	0.001027115
TCGA-E8-A414-01	0	0	10	0.000443803
TCGA-E8-A417-01	0	0	10	0.001375885
TCGA-E8-A418-01	0	0	6	9.847519696515676e-05
TCGA-E8-A419-01	0	0	7	0.000960034
TCGA-E8-A432-01	9	8	11	0.038779188
TCGA-E8-A434-01	0	0	7	0.001185261
TCGA-E8-A437-01	0	0	8	0.00132058
TCGA-E8-A438-01	0	0	3	0.000132233
TCGA-E8-A44K-01	0	0	6	0.000913869
TCGA-EL-A3CL-01	1	1	3	0.011649039
TCGA-EL-A3CM-01	0	0	2	4.939324918862735e-05
TCGA-EL-A3CN-01	0	0	19	3.418159281212713e-05
TCGA-EL-A3CO-01	0	0	19	2.756939085281887e-06
TCGA-EL-A3CP-01	0	0	19	2.373277749758633e-05
TCGA-EL-A3CR-01	0	0	0	0
TCGA-EL-A3CS-01	0	0	19	7.5021200740531635e-06
TCGA-EL-A3CT-01	0	0	3	0.009028489
TCGA-EL-A3CU-01	0	0	19	4.950255894677508e-05
TCGA-EL-A3CV-01	0	0	0	0
TCGA-EL-A3CX-01	0	0	0	0
TCGA-EL-A3CZ-01	0	0	0	0
TCGA-EL-A3D1-01	1	1	2	0.011626922095933185
TCGA-EL-A3D4-01	1	1	3	0.011782840842017512
TCGA-EL-A3D6-01	0	0	2	0.000131878
TCGA-EL-A3GO-01	1	1	4	0.033063433
TCGA-EL-A3GP-01	8	5	4	0.1449230838170658
TCGA-EL-A3GQ-01	0	0	19	0.013599708546160277
TCGA-EL-A3GR-01	0	0	3	0.00023504
TCGA-EL-A3GS-01	0	0	2	5.2351521844316166e-05
TCGA-EL-A3GU-01	2	2	0	0
TCGA-EL-A3GV-01	0	0	19	6.3743587499870785e-06
TCGA-EL-A3GW-01	1	1	2	0.011601021679876705
TCGA-EL-A3GY-01	0	0	19	1.352280573935907e-05
TCGA-EL-A3H1-01	0	0	4	0.001277236
TCGA-EL-A3H2-01	1	2	6	0.056987326
TCGA-EL-A3H3-01	0	0	19	9.611190595998206e-06
TCGA-EL-A3H4-01	0	0	0	0
TCGA-EL-A3H5-01	2	2	19	0.015656534937605618
TCGA-EL-A3H7-01	0	0	0	0
TCGA-EL-A3H8-01	0	0	0	0
TCGA-EL-A3MW-01	0	0	19	2.186053104851716e-06
TCGA-EL-A3MX-01	1	2	5	0.009640774
TCGA-EL-A3MY-01	0	0	0	0
TCGA-EL-A3MZ-01	1	1	0	0
TCGA-EL-A3N2-01	0	0	19	1.55036348642891e-05
TCGA-EL-A3N3-01	0	0	3	6.49534117743787e-05
TCGA-EL-A3T1-01	0	0	0	0
TCGA-EL-A3T2-01	1	1	2	0.011625066
TCGA-EL-A3T3-01	0	0	19	3.9016449105515615e-05
TCGA-EL-A3T6-01	0	0	19	4.337566446944503e-05
TCGA-EL-A3T7-01	0	0	19	3.7241448409328485e-06
TCGA-EL-A3T8-01	0	0	19	1.0212279013169646e-05
TCGA-EL-A3T9-01	11	8	4	0.034828758
TCGA-EL-A3TA-01	0	0	19	0.000155745
TCGA-EL-A3TB-01	0	0	0	0
TCGA-EL-A3ZG-01	0	0	8	0.000318383
TCGA-EL-A3ZH-01	2	1	5	0.000187561
TCGA-EL-A3ZK-01	0	0	6	0.000864952
TCGA-EL-A3ZL-01	1	1	23	0.013862239110618159
TCGA-EL-A3ZM-01	6	3	11	0.007659159
TCGA-EL-A3ZN-01	0	0	9	0.000442069
TCGA-EL-A3ZO-01	4	4	7	0.050340673
TCGA-EL-A3ZP-01	0	0	6	0.000270603
TCGA-EL-A3ZQ-01	0	0	16	0.002059189
TCGA-EL-A3ZR-01	8	5	7	0.000467729
TCGA-EL-A3ZS-01	0	0	8	0.006598984
TCGA-EL-A3ZT-01	0	0	10	0.001288088
TCGA-EL-A4JV-01	0	0	5	0.000277446
TCGA-EL-A4JW-01	0	0	7	0.00036438
TCGA-EL-A4JX-01	1	2	13	0.000402065
TCGA-EL-A4JZ-01	1	1	12	0.013786337672875784
TCGA-EL-A4K0-01	0	0	4	0.000195471
TCGA-EL-A4K1-01	0	0	6	0.002535065
TCGA-EL-A4K2-01	0	0	13	0.001497461
TCGA-EL-A4K4-01	0	0	11	0.001430277
TCGA-EL-A4K6-01	5	3	14	0.11106949768728476
TCGA-EL-A4K7-01	0	0	7	0.000230321
TCGA-EL-A4K9-01	2	2	10	0.012876667035497771
TCGA-EL-A4KD-01	0	0	5	0.000328071
TCGA-EL-A4KG-01	0	0	9	0.000486561
TCGA-EL-A4KH-01	0	0	6	0.000458914
TCGA-EL-A4KI-01	19	17	24	0.1117652015857837
TCGA-EM-A1CS-01	1	1	19	0.011597342734317673
TCGA-EM-A1CT-01	0	0	0	0
TCGA-EM-A1CU-01	0	0	0	0
TCGA-EM-A1CV-01	0	0	19	1.951910210115216e-05
TCGA-EM-A1CW-01	0	0	0	0
TCGA-EM-A1YA-01	0	0	0	0
TCGA-EM-A1YB-01	2	2	2	0.060845382
TCGA-EM-A1YE-01	12	9	10	0.04937543
TCGA-EM-A22I-01	0	0	0	0
TCGA-EM-A22J-01	0	0	3	6.604727250246489e-05
TCGA-EM-A22K-01	1	1	19	0.009911463
TCGA-EM-A22L-01	1	1	19	0.011597342734317673
TCGA-EM-A22M-01	2	2	2	0.046322203827482096
TCGA-EM-A22N-01	23	14	0	0
TCGA-EM-A22O-01	0	0	3	4.129652650359384e-05
TCGA-EM-A22P-01	2	2	4	0.023351031615282958
TCGA-EM-A22Q-01	1	1	4	0.034852164
TCGA-EM-A2CJ-01	1	2	2	0.024098795334334386
TCGA-EM-A2CK-01	0	0	0	0
TCGA-EM-A2CL-01	0	0	0	0
TCGA-EM-A2CM-01	1	1	19	0.011597586687935871
TCGA-EM-A2CN-01	0	0	19	8.649580498998708e-06
TCGA-EM-A2CO-01	6	3	19	0.087950252
TCGA-EM-A2CP-01	0	0	19	6.107409383275648e-05
TCGA-EM-A2CQ-01	0	0	19	3.29455743070714e-06
TCGA-EM-A2CT-01	0	0	19	2.4931799761984532e-05
TCGA-EM-A2OV-01	0	0	2	4.7618331778006405e-05
TCGA-EM-A2OW-01	0	0	19	2.8288614035851947e-05
TCGA-EM-A2OX-01	0	1	3	0.021685951468424683
TCGA-EM-A2OY-01	21	20	2	0.028649645100117693
TCGA-EM-A2OZ-01	0	0	19	2.7430705658726825e-05
TCGA-EM-A2P0-01	0	0	0	0
TCGA-EM-A2P1-01	0	0	19	3.4629335521582926e-05
TCGA-EM-A2P1-06	0	0	19	3.462930005101544e-05
TCGA-EM-A2P2-01	1	1	19	0.015653654
TCGA-EM-A2P3-01	0	0	19	5.8431959552045475e-06
TCGA-EM-A3AI-01	13	8	19	2.8180345136496244e-06
TCGA-EM-A3AJ-01	0	0	0	0
TCGA-EM-A3AK-01	0	0	19	4.1297956821642025e-06
TCGA-EM-A3AL-01	0	0	19	1.2374802490123139e-05
TCGA-EM-A3AN-01	0	0	0	0
TCGA-EM-A3AO-01	0	0	19	4.222097605725504e-05
TCGA-EM-A3AP-01	1	1	4	0.011664530438653916
TCGA-EM-A3AR-01	0	0	0	0
TCGA-EM-A3FJ-01	0	0	0	0
TCGA-EM-A3FK-01	0	0	0	0
TCGA-EM-A3FL-01	0	0	0	0
TCGA-EM-A3FM-01	0	0	0	0
TCGA-EM-A3FN-01	0	0	8	0.004661436
TCGA-EM-A3FO-01	0	0	19	1.0536115430023818e-05
TCGA-EM-A3FP-01	0	0	3	0.004643984
TCGA-EM-A3FQ-01	0	0	19	1.7298249707239172e-05
TCGA-EM-A3FQ-06	0	0	19	1.7298455903104855e-05
TCGA-EM-A3FR-01	0	0	11	0.00093917
TCGA-EM-A3O3-01	4	5	7	0.066081471
TCGA-EM-A3O6-01	0	0	19	0.009526148
TCGA-EM-A3O7-01	0	0	0	0
TCGA-EM-A3O8-01	0	0	19	5.522957431147256e-05
TCGA-EM-A3O9-01	20	26	19	1.6634409147315532e-05
TCGA-EM-A3OA-01	0	0	0	0
TCGA-EM-A3OB-01	1	1	19	0.003124757
TCGA-EM-A3ST-01	0	0	2	2.297598384164003e-05
TCGA-EM-A3SU-01	0	0	2	9.038320755132762e-05
TCGA-EM-A3SU-06	0	0	2	0.000575237
TCGA-EM-A3SX-01	1	1	12	0.013850061263308457
TCGA-EM-A3SY-01	26	15	39	0.2188815702306385
TCGA-EM-A3SZ-01	0	0	19	0.000220053
TCGA-EM-A4FF-01	0	0	6	0.002403129
TCGA-EM-A4FH-01	0	0	8	0.000416422
TCGA-EM-A4FK-01	0	0	5	0.000779411
TCGA-EM-A4FM-01	0	0	11	0.003317691
TCGA-EM-A4FN-01	0	0	4	0.003943058
TCGA-EM-A4FO-01	0	0	5	0.000245312
TCGA-EM-A4FQ-01	0	0	12	0.000388329
TCGA-EM-A4FR-01	1	1	22	0.013041048015818738
TCGA-EM-A4FU-01	1	1	8	0.01299129
TCGA-EM-A4FV-01	0	0	8	0.000252556
TCGA-EM-A4G1-01	0	0	10	0.000442596
TCGA-ET-A25G-01	0	0	0	0
TCGA-ET-A25I-01	0	0	0	0
TCGA-ET-A25J-01	0	0	0	0
TCGA-ET-A25K-01	0	0	19	6.4589279219620525e-06
TCGA-ET-A25L-01	1	1	19	0.011597514915473029
TCGA-ET-A25O-01	1	1	2	0.011602746091565886
TCGA-ET-A25P-01	2	1	0	0
TCGA-ET-A25R-01	0	0	0	0
TCGA-ET-A2MX-01	0	0	8	0.000345203
TCGA-ET-A2MY-01	0	0	0	0
TCGA-ET-A2MZ-01	0	23	0	0
TCGA-ET-A2N0-01	0	0	0	0
TCGA-ET-A2N1-01	0	0	0	0
TCGA-ET-A2N3-01	0	0	10	0.000426344
TCGA-ET-A2N4-01	2	2	3	0.021628303982328127
TCGA-ET-A2N5-01	0	0	0	0
TCGA-ET-A39I-01	0	0	0	0
TCGA-ET-A39J-01	0	0	4	0.003575821
TCGA-ET-A39K-01	0	0	0	0
TCGA-ET-A39L-01	0	0	0	0
TCGA-ET-A39M-01	1	23	19	0.011597355557308358
TCGA-ET-A39N-01	21	16	19	0.011597431
TCGA-ET-A39O-01	0	0	0	0
TCGA-ET-A39P-01	1	1	0	0
TCGA-ET-A39R-01	0	0	0	0
TCGA-ET-A39S-01	0	0	2	3.927831005788498e-05
TCGA-ET-A39T-01	0	0	0	0
TCGA-ET-A3BN-01	0	0	0	0
TCGA-ET-A3BO-01	0	0	0	0
TCGA-ET-A3BP-01	3	2	4	0.039620266
TCGA-ET-A3BQ-01	0	0	0	0
TCGA-ET-A3BS-01	0	0	0	0
TCGA-ET-A3BT-01	0	0	0	0
TCGA-ET-A3BU-01	0	0	2	3.516579236421472e-05
TCGA-ET-A3BV-01	0	0	0	0
TCGA-ET-A3BW-01	0	0	19	2.273304036395781e-05
TCGA-ET-A3BX-01	0	0	0	0
TCGA-ET-A3DO-01	0	0	19	3.1748087502947205e-05
TCGA-ET-A3DP-01	0	0	19	4.466301924819209e-05
TCGA-ET-A3DQ-01	0	1	19	0.020965113857772496
TCGA-ET-A3DR-01	0	0	19	1.4802464109662009e-05
